filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,ccs_algorithm,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes
m84046_230703_225306_s4.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2062.bam,SRR29483204,SRP305758,SAMN33758787,407052,7992405067,7.99,80.0,68232.0,19634,16531,18772,21903,17093,19661,23147,HG02735.HFSS_m84046_230703_225306_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230628_175536_s3.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,SRR29483203,SRP305758,SAMN33758787,1769118,35078406524,35.08,117.0,58136.0,19828,16632,18951,22183,17223,19884,23464,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230628_175536_s3.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,SRR29483203,SRP305758,SAMN33758787,1769118,35078406524,35.08,117.0,58136.0,19828,16632,18951,22183,17223,19884,23464,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230628_175536_s3.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,SRR29483203,SRP305758,SAMN33758787,1769118,35078406524,35.08,117.0,58136.0,19828,16632,18951,22183,17223,19884,23464,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230628_175536_s3.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,SRR29483203,SRP305758,SAMN33758787,1769118,35078406524,35.08,117.0,58136.0,19828,16632,18951,22183,17223,19884,23464,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_230656_s2.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,SRR29483202,SRP305758,SAMN33758787,1000841,19620926536,19.62,131.0,58940.0,19604,16508,18748,21880,17067,19632,23110,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_230656_s2.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,SRR29483202,SRP305758,SAMN33758787,1000841,19620926536,19.62,131.0,58940.0,19604,16508,18748,21880,17067,19632,23110,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_230656_s2.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,SRR29483202,SRP305758,SAMN33758787,1000841,19620926536,19.62,131.0,58940.0,19604,16508,18748,21880,17067,19632,23110,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_230656_s2.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,SRR29483202,SRP305758,SAMN33758787,1000841,19620926536,19.62,131.0,58940.0,19604,16508,18748,21880,17067,19632,23110,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_192442_s1.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,SRR29483201,SRP305758,SAMN33758787,450494,8797263927,8.8,121.0,57257.0,19528,16472,18685,21775,17018,19561,22975,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_192442_s1.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,SRR29483201,SRP305758,SAMN33758787,450494,8797263927,8.8,121.0,57257.0,19528,16472,18685,21775,17018,19561,22975,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_192442_s1.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,SRR29483201,SRP305758,SAMN33758787,450494,8797263927,8.8,121.0,57257.0,19528,16472,18685,21775,17018,19561,22975,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_192442_s1.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,SRR29483201,SRP305758,SAMN33758787,450494,8797263927,8.8,121.0,57257.0,19528,16472,18685,21775,17018,19561,22975,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230712_000908_s4.hifi_reads.default.bam,HG02071,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam,SRR29483200,SRP305758,SAMN26267380,4229810,76304506746,76.3,224.0,61719.0,18039,15414,17295,19985,15821,17982,20929,HG02071.HFSS_A_m84046_230712_000908_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230623_210640_s1.hifi_reads.bc2055.bam,NA18983,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam,SRR29483151,SRP305758,SAMN33758798,2729065,54169299224,54.17,91.0,57247.0,19849,17052,19115,22023,17522,19854,23031,PG18983.HFSS2_m84046_230623_210640_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_213334_s2.hifi_reads.bc2018.bam,HG03130,s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc2018.bam,SRR29483150,SRP305758,SAMN33758791,3109314,59153812312,59.15,227.0,47072.0,19024,15757,18235,21520,16444,19248,22814,HG03130.HFSS_m84046_230602_213334_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRP305758,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRP305758,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRP305758,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRP305758,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRP305758,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRP305758,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRP305758,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRP305758,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRP305758,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRP305758,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRP305758,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRP305758,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRP305758,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRP305758,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRP305758,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRP305758,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRP305758,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRP305758,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRP305758,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRP305758,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRP305758,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRP305758,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRP305758,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRP305758,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRP305758,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_202610_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam,SRR29483143,SRP305758,SAMN33758789,392243,8032535789,8.03,765.0,51971.0,20478,17362,19599,22761,17897,20470,23991,HG03017.HFSS2_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_202610_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam,SRR29483143,SRP305758,SAMN33758789,392243,8032535789,8.03,765.0,51971.0,20478,17362,19599,22761,17897,20470,23991,HG03017.HFSS2_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_202610_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam,SRR29483143,SRP305758,SAMN33758789,392243,8032535789,8.03,765.0,51971.0,20478,17362,19599,22761,17897,20470,23991,HG03017.HFSS2_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_233802_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.bc2058.bam,SRR29483142,SRP305758,SAMN33758789,839447,17291182646,17.29,196.0,56905.0,20598,17426,19700,22903,17976,20585,24154,HG03017.HFSS2_m84046_230711_233802_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230711_233802_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.bc2058.bam,SRR29483142,SRP305758,SAMN33758789,839447,17291182646,17.29,196.0,56905.0,20598,17426,19700,22903,17976,20585,24154,HG03017.HFSS2_m84046_230711_233802_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
