title	type	Description	Sample	Organism Name	Project Type	Sample Scope	LocusTagPrefix	Relevance	Target Material	Organization Name	Organization Type	Organization Role	Contact First Name	Contact Last Name	Contact Email
Assembly of HG00253 Haplotype 2	Genome sequencing and assembly	HG00253 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00253	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00235 Haplotype 1	Genome sequencing and assembly	HG00235 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00235	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00235 Haplotype 2	Genome sequencing and assembly	HG00235 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00235	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03369 Haplotype 1	Genome sequencing and assembly	HG03369 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03369	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03369 Haplotype 2	Genome sequencing and assembly	HG03369 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03369	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18565 Haplotype 1	Genome sequencing and assembly	NA18565 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18565	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18565 Haplotype 2	Genome sequencing and assembly	NA18565 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18565	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20818 Haplotype 1	Genome sequencing and assembly	NA20818 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20818	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20818 Haplotype 2	Genome sequencing and assembly	NA20818 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20818	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20809 Haplotype 1	Genome sequencing and assembly	NA20809 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20809	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20809 Haplotype 2	Genome sequencing and assembly	NA20809 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20809	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21102 Haplotype 1	Genome sequencing and assembly	NA21102 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21102	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21102 Haplotype 2	Genome sequencing and assembly	NA21102 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21102	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03457 Haplotype 1	Genome sequencing and assembly	HG03457 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03457	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03457 Haplotype 2	Genome sequencing and assembly	HG03457 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03457	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01028 Haplotype 1	Genome sequencing and assembly	HG01028 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01028	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01028 Haplotype 2	Genome sequencing and assembly	HG01028 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01028	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03778 Haplotype 1	Genome sequencing and assembly	HG03778 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03778	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03778 Haplotype 2	Genome sequencing and assembly	HG03778 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03778	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00258 Haplotype 1	Genome sequencing and assembly	HG00258 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00258	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00258 Haplotype 2	Genome sequencing and assembly	HG00258 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00258	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03136 Haplotype 1	Genome sequencing and assembly	HG03136 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03136	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03136 Haplotype 2	Genome sequencing and assembly	HG03136 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03136	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00662 Haplotype 1	Genome sequencing and assembly	HG00662 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00662	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00662 Haplotype 2	Genome sequencing and assembly	HG00662 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00662	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01167 Haplotype 1	Genome sequencing and assembly	HG01167 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01167	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01167 Haplotype 2	Genome sequencing and assembly	HG01167 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01167	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19131 Haplotype 1	Genome sequencing and assembly	NA19131 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19131	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19131 Haplotype 2	Genome sequencing and assembly	NA19131 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19131	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04153 Haplotype 1	Genome sequencing and assembly	HG04153 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG04153	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04153 Haplotype 2	Genome sequencing and assembly	HG04153 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG04153	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19099 Haplotype 1	Genome sequencing and assembly	NA19099 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19099	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19099 Haplotype 2	Genome sequencing and assembly	NA19099 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19099	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03343 Haplotype 1	Genome sequencing and assembly	HG03343 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03343	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03343 Haplotype 2	Genome sequencing and assembly	HG03343 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03343	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01894 Haplotype 1	Genome sequencing and assembly	HG01894 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01894	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01894 Haplotype 2	Genome sequencing and assembly	HG01894 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01894	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19834 Haplotype 1	Genome sequencing and assembly	NA19834 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19834	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19834 Haplotype 2	Genome sequencing and assembly	NA19834 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19834	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03103 Haplotype 1	Genome sequencing and assembly	HG03103 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03103	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03103 Haplotype 2	Genome sequencing and assembly	HG03103 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03103	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01048 Haplotype 1	Genome sequencing and assembly	HG01048 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01048	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01048 Haplotype 2	Genome sequencing and assembly	HG01048 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01048	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19190 Haplotype 1	Genome sequencing and assembly	NA19190 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19190	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19190 Haplotype 2	Genome sequencing and assembly	NA19190 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19190	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04225 Haplotype 1	Genome sequencing and assembly	HG04225 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG04225	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG04225 Haplotype 2	Genome sequencing and assembly	HG04225 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG04225	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19012 Haplotype 1	Genome sequencing and assembly	NA19012 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19012	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19012 Haplotype 2	Genome sequencing and assembly	NA19012 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19012	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02624 Haplotype 1	Genome sequencing and assembly	HG02624 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02624	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02624 Haplotype 2	Genome sequencing and assembly	HG02624 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02624	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03672 Haplotype 1	Genome sequencing and assembly	HG03672 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03672	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03672 Haplotype 2	Genome sequencing and assembly	HG03672 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03672	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03372 Haplotype 1	Genome sequencing and assembly	HG03372 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03372	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03372 Haplotype 2	Genome sequencing and assembly	HG03372 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03372	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03108 Haplotype 1	Genome sequencing and assembly	HG03108 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03108	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03108 Haplotype 2	Genome sequencing and assembly	HG03108 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03108	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19703 Haplotype 1	Genome sequencing and assembly	NA19703 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19703	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19703 Haplotype 2	Genome sequencing and assembly	NA19703 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19703	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00106 Haplotype 1	Genome sequencing and assembly	HG00106 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00106	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00106 Haplotype 2	Genome sequencing and assembly	HG00106 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00106	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00117 Haplotype 1	Genome sequencing and assembly	HG00117 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00117	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00117 Haplotype 2	Genome sequencing and assembly	HG00117 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00117	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
